year_month,location,rainfall_level
2019-03,KERALA,20.68795699
2019-04,KERALA,17.79455556
2019-05,KERALA,24.10860215
2019-06,KERALA,12.59244444
2019-07,KERALA,0.544946237
2019-08,KERALA,48.69688172
2019-09,KERALA,39.33688889
2019-10,KERALA,132.4773118
2019-11,KERALA,145.8807778
2019-12,KERALA,13.96870968
2020-01,KERALA,12976.69462
2020-02,KERALA,968.6811765
2020-03,KERALA,21.21430108
2020-04,KERALA,18.55822222
2020-05,KERALA,2242.730538
2020-06,KERALA,3.149333333
2020-07,KERALA,5.488709677
2020-08,KERALA,4.565268817
2020-09,KERALA,35.81088889
2020-10,KERALA,8.494408602
2020-11,KERALA,7.799
2020-12,KERALA,8.045698925
2021-01,KERALA,342.7163441
2021-02,KERALA,27.22154762
2021-03,KERALA,14.82290323
2021-04,KERALA,30.08111111
2021-05,KERALA,67.87827957
2021-06,KERALA,157.082
2021-07,KERALA,169.831828
2021-08,KERALA,415.594086
2021-09,KERALA,541.7561111
2021-10,KERALA,847.4250538
2021-11,KERALA,1429.830667
2021-12,KERALA,430.8693548
2022-01,KERALA,584.0203226
2022-02,KERALA,33.61583333
2022-03,KERALA,790.4089247
2022-04,KERALA,1283.656333
2022-05,KERALA,953.0704301
2022-06,KERALA,33.25113636
2022-07,KERALA,779.3484848
2016-01,MAHARASHTRA,0.607311828
2016-02,MAHARASHTRA,44.11152941
2016-03,MAHARASHTRA,58.15268817
2016-04,MAHARASHTRA,14.82455556
2016-05,MAHARASHTRA,42.41645161
2016-06,MAHARASHTRA,2.925777778
2016-07,MAHARASHTRA,27.68473118
2016-08,MAHARASHTRA,5.289569892
2016-09,MAHARASHTRA,20.55555556
2016-10,MAHARASHTRA,11.40827957
2016-11,MAHARASHTRA,33.07233333
2016-12,MAHARASHTRA,29.88483871
2017-01,MAHARASHTRA,8.397204301
2017-02,MAHARASHTRA,20.72821429
2017-03,MAHARASHTRA,9.559784946
2017-04,MAHARASHTRA,0.713
2017-05,MAHARASHTRA,8.801612903
2017-06,MAHARASHTRA,22.38855556
2017-07,MAHARASHTRA,21.43978495
2017-08,MAHARASHTRA,22.51311828
2017-09,MAHARASHTRA,15.50511111
2017-10,MAHARASHTRA,16.5283871
2017-11,MAHARASHTRA,30.77377778
2017-12,MAHARASHTRA,7.224086022
2018-01,MAHARASHTRA,25.55806452
2018-02,MAHARASHTRA,60.56857143
2018-03,MAHARASHTRA,16.90688172
2018-04,MAHARASHTRA,40.45455556
2018-05,MAHARASHTRA,30.6844086
2018-06,MAHARASHTRA,39.51633333
2018-07,MAHARASHTRA,37.59784946
2018-08,MAHARASHTRA,28.61817204
2018-09,MAHARASHTRA,7.756888889
2018-10,MAHARASHTRA,26.24451613
2018-11,MAHARASHTRA,8.669222222
2018-12,MAHARASHTRA,5.266666667
2019-01,MAHARASHTRA,4.191290323
2019-02,MAHARASHTRA,14.82785714
2019-03,MAHARASHTRA,18.55333333
2019-04,MAHARASHTRA,17.30744444
2019-05,MAHARASHTRA,10.13870968
2019-06,MAHARASHTRA,2.970222222
2019-07,MAHARASHTRA,26.82290323
2019-08,MAHARASHTRA,29.46494624
2019-09,MAHARASHTRA,44.924
2019-10,MAHARASHTRA,138.2190323
2019-11,MAHARASHTRA,135.3861111
2019-12,MAHARASHTRA,237.9697849
2020-01,MAHARASHTRA,921.4644086
2020-02,MAHARASHTRA,79.69505882
2020-03,MAHARASHTRA,33.55494624
2020-04,MAHARASHTRA,120.3254444
2020-05,MAHARASHTRA,624.6498925
2020-06,MAHARASHTRA,85.65122222
2020-07,MAHARASHTRA,57.74462366
2020-08,MAHARASHTRA,80.27784946
2020-09,MAHARASHTRA,85.02511111
2020-10,MAHARASHTRA,79.78623656
2020-11,MAHARASHTRA,10.28211111
2020-12,MAHARASHTRA,28.57139785
2021-01,MAHARASHTRA,77.83032258
2021-02,MAHARASHTRA,376.7060714
2021-03,MAHARASHTRA,282.048172
2021-04,MAHARASHTRA,554.8855556
2021-05,MAHARASHTRA,178.6512903
2021-06,MAHARASHTRA,52.16755556
2021-07,MAHARASHTRA,12.05236559
2021-08,MAHARASHTRA,5.241290323
2021-09,MAHARASHTRA,31.90944444
2021-10,MAHARASHTRA,2.50827957
2021-11,MAHARASHTRA,22.57066667
2021-12,MAHARASHTRA,437.2150538
2022-01,MAHARASHTRA,97.36752688
2022-02,MAHARASHTRA,298.9464286
2022-03,MAHARASHTRA,234.0329032
2022-04,MAHARASHTRA,221.937
2022-05,MAHARASHTRA,97.07612903
2022-06,MAHARASHTRA,42.75011364
2022-07,MAHARASHTRA,95.18242424
2016-01,MADHYA PRADESH,13.78967742
2016-02,MADHYA PRADESH,29.11270588
2016-03,MADHYA PRADESH,27.08623656
2016-04,MADHYA PRADESH,25.55922222
2016-05,MADHYA PRADESH,32.4811828
2016-06,MADHYA PRADESH,8.776888889
2016-07,MADHYA PRADESH,23.70268817
2016-08,MADHYA PRADESH,13.82612903
2016-09,MADHYA PRADESH,0.130555556
2016-10,MADHYA PRADESH,14.02075269
2016-11,MADHYA PRADESH,33.19366667
2016-12,MADHYA PRADESH,32.40354839
2017-01,MADHYA PRADESH,27.30451613
2017-02,MADHYA PRADESH,19.04166667
2017-03,MADHYA PRADESH,29.60344086
2017-04,MADHYA PRADESH,28.18988889
2017-05,MADHYA PRADESH,14.62322581
2017-06,MADHYA PRADESH,1.304444444
2017-07,MADHYA PRADESH,3.427849462
2017-08,MADHYA PRADESH,10.93387097
2017-09,MADHYA PRADESH,0.185444444
2017-10,MADHYA PRADESH,21.23075269
2017-11,MADHYA PRADESH,31.603
2017-12,MADHYA PRADESH,31.7416129
2018-01,MADHYA PRADESH,33.13946237
2018-02,MADHYA PRADESH,10.2127381
2018-03,MADHYA PRADESH,23.48193548
2018-04,MADHYA PRADESH,94.18366667
2018-05,MADHYA PRADESH,22.82806452
2018-06,MADHYA PRADESH,13.33366667
2018-07,MADHYA PRADESH,13.16967742
2018-08,MADHYA PRADESH,4.789247312
2018-09,MADHYA PRADESH,1.361111111
2018-10,MADHYA PRADESH,29.43612903
2018-11,MADHYA PRADESH,32.18155556
2018-12,MADHYA PRADESH,11.57956989
2019-01,MADHYA PRADESH,19.16075269
2019-02,MADHYA PRADESH,6.094285714
2019-03,MADHYA PRADESH,14.0211828
2019-04,MADHYA PRADESH,269.1053333
2019-05,MADHYA PRADESH,445.787957
2019-06,MADHYA PRADESH,14.29133333
2019-07,MADHYA PRADESH,7.618387097
2019-08,MADHYA PRADESH,68.51365591
2019-09,MADHYA PRADESH,230.1387778
2019-10,MADHYA PRADESH,147.7267742
2019-11,MADHYA PRADESH,482.9777778
2019-12,MADHYA PRADESH,1385.937742
2020-01,MADHYA PRADESH,465.6570968
2020-02,MADHYA PRADESH,4.401176471
2020-03,MADHYA PRADESH,225.5322581
2020-04,MADHYA PRADESH,348.1323333
2020-05,MADHYA PRADESH,885.513871
2020-06,MADHYA PRADESH,50.04566667
2020-07,MADHYA PRADESH,1.349462366
2020-08,MADHYA PRADESH,24.79612903
2020-09,MADHYA PRADESH,30.81733333
2020-10,MADHYA PRADESH,10.55365591
2020-11,MADHYA PRADESH,145.7703333
2020-12,MADHYA PRADESH,11.40172043
2021-01,MADHYA PRADESH,30.52172043
2021-02,MADHYA PRADESH,23.15404762
2021-03,MADHYA PRADESH,342.103871
2021-04,MADHYA PRADESH,210.35
2021-05,MADHYA PRADESH,2048.38
2021-06,MADHYA PRADESH,56.35022222
2021-07,MADHYA PRADESH,0.256129032
2021-08,MADHYA PRADESH,4.591290323
2021-09,MADHYA PRADESH,10.78444444
2021-10,MADHYA PRADESH,10.94365591
2021-11,MADHYA PRADESH,57.12744444
2021-12,MADHYA PRADESH,136.9050538
2022-01,MADHYA PRADESH,47.69827957
2022-02,MADHYA PRADESH,595.4803571
2022-03,MADHYA PRADESH,20.29451613
2022-04,MADHYA PRADESH,733.3732222
2022-05,MADHYA PRADESH,241.7607527
2022-06,MADHYA PRADESH,30.31431818
2022-07,MADHYA PRADESH,23.31
